"situation_name","description","version","actions","is_anomaly","anomaly_type","aigenerated","metadata"
"CICSplex_WebEnabled_Warning","Warning threshold exceeded for Web interface disabled",1,"{""For Transaction Server 1.3 and later releases, specify TCPIP=YES in the CICS System Initialization Table to enable CICS Web support.If TS 1.2 is being monitored, use the CWBC transaction of CICS to enable the Web Interface.Releases of CICS prior to TS 1.2 do not support Web services and will always display a status of 'disabled'.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsist""],""metric_key"":[""web_interface_status""],""teps_full_name"":[""CICSplex_Internet_Status.Web_Interface_Status""],""formula"":""*IF *VALUE CICSplex_Internet_Status.Web_Interface_Status *NE Enabled""}"
"CICSplex_WebInstall_Critical","Critical threshold exceeded for Web interface install",1,"{""A status of 'not installed' is only possible for the Transaction Server 1.2 release of CICS.Prior releases will always present a status of 'disabled', while later releases will indicate whether Web Support has been enabled.To support operation of the CICS Web Interface in TS 1.2, specify WEB=YES in the CICS System Initialization Table.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsist""],""metric_key"":[""web_interface_status""],""teps_full_name"":[""CICSplex_Internet_Status.Web_Interface_Status""],""formula"":""*IF *VALUE CICSplex_Internet_Status.Web_Interface_Status *EQ Not_installed""}"
"CICSplex_WebInstall_Warning","Warning threshold exceeded for Web interface install",1,"{""A status of 'not installed' is only possible for the Transaction Server 1.2 release of CICS.Prior releases will always present a status of 'disabled', while later releases will indicate whether Web Support has been enabled.To support operation of the CICS Web Interface in TS 1.2, specify WEB=YES in the CICS System Initialization Table.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsist""],""metric_key"":[""web_interface_status""],""teps_full_name"":[""CICSplex_Internet_Status.Web_Interface_Status""],""formula"":""*IF *VALUE CICSplex_Internet_Status.Web_Interface_Status *EQ Not_installed""}"
"CICSplex_Web_Service_Warning","Warning threshold exceeded Webservice not inservice",1,"{""The WEBSERVICE identified in the alert is not INSERVICE. Determine why the WEBSERVICE is in this state and take the appropriate action. Thiscould be because the Web servicebinding file could not be installed inthe CICS region. Examine the CICS log and look for message DFHPI0914 WEBSERVICE WebService is unusable because the WSBIND file is corrupt. This could be caused by FTPing the file using ASCII instead of BINARY. To correct retransfer the file using BINARY, discard and reinstall the WEBSERVICE.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""status""],""teps_full_name"":[""CICSplex_Web_Service_Details.Status""],""formula"":""*IF *VALUE CICSplex_Web_Service_Details.Status *NE Inservice""}"
"CICSplex_WorkSetHigh_Critical","Critical threshold exceeded for high CICS working set",1,"{""Storage isolation values can be examined with the system summary display provided by OMEGAMON/CICS.If the working set size must be reduced, consider lowering the MXT value for CICS, using shared libraries, LPA residency options, VSAM LSR pools, or class max limits.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""working_set_size""],""teps_full_name"":[""CICSplex_Region_Overview.Working_Set_Size""],""formula"":""*IF *VALUE CICSplex_Region_Overview.Working_Set_Size *GT 7500""}"
"CICSplex_WorkSetHigh_Warning","Warning threshold exceeded for high CICS working set",1,"{""Storage isolation values can be examined with the system summary display provided by OMEGAMON/CICS.If the working set size must be reduced, consider lowering the MXT value for CICS, using shared libraries, LPA residency options, VSAM LSR pools, or class max limits.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""working_set_size""],""teps_full_name"":[""CICSplex_Region_Overview.Working_Set_Size""],""formula"":""*IF *VALUE CICSplex_Region_Overview.Working_Set_Size *GT 6000 *AND *VALUE CICSplex_Region_Overview.Working_Set_Size *LE 7500""}"
"CICSplex_WorkSetLow_Critical","Critical threshold exceeded for low CICS working set",1,"{""Use the Transaction Analysis report to check whether there are any active transactions.If there is task activity, monitor the page-in rate with the Region Overview report.A low working set may be caused by frequent variations in the number of page-ins that CICS is doing.Consider storage isolation (set in the MVS IPS) to control the average CICS working set size.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""working_set_size""],""teps_full_name"":[""CICSplex_Region_Overview.Working_Set_Size""],""formula"":""*IF *VALUE CICSplex_Region_Overview.Working_Set_Size *LT 128""}"
"CICSplex_WorkSetLow_Warning","Warning threshold exceeded for low CICS working set",1,"{""Use the Transaction Analysis report to check whether there are any active transactions.If there is task activity, monitor the page-in rate with the Region Overview report.A low working set may be caused by frequent variations in the number of page-ins that CICS is doing.Consider storage isolation (set in the MVS IPS) to control the average CICS working set size.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsrov""],""metric_key"":[""working_set_size""],""teps_full_name"":[""CICSplex_Region_Overview.Working_Set_Size""],""formula"":""*IF *VALUE CICSplex_Region_Overview.Working_Set_Size *LT 256 *AND *VALUE CICSplex_Region_Overview.Working_Set_Size *GE 128""}"
"CICSplex_XML_Transform_Warning","XML Transform is not Enabled.",1,"{""The XML transform is not Enabled. It may be Disabled, Disabling (notavailable for further use, but inflight activity will be allowed to complete) or Enabling. You should review the CICS log for messages relating to the installation of the object, and take appropriate action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""cicsxms""],""metric_key"":[""xml_transforms_status""],""teps_full_name"":[""CICSplex_XML_Summary.XML_Transforms_Status""],""formula"":""*IF *VALUE CICSplex_XML_Summary.XML_Transforms_Status *NE Enabled""}"
"CICSplex_delay_in_Database","Service Level failure with excessive time spent in database",1,"{""Use the historical transaction display function of OMEGAMON/CICS to locate the transactions that are responsible for the service level failure.Determine whether the large amount of time spent waiting on database activity is a consequence of either application changes or alterations in the database configuration.If the transaction behavior is found to be normal, consider updating the service class definitions so that they will accurately reflect anticipated response times.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""wss""],""metric_key"":[""performance_index"",""percent_of_time_waiting_on_adabas"",""percent_of_time_waiting_on_datacom"",""percent_of_time_waiting_on_db2"",""percent_of_time_waiting_on_dli"",""percent_of_time_waiting_on_idms"",""percent_of_time_waiting_on_supra""],""teps_full_name"":[""CICSplex_Service_Class_Analysis.Performance_Index"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Adabas"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Datacom"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_DB2"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_DLI"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_IDMS"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_SUPRA""],""formula"":""*IF *VALUE CICSplex_Service_Class_Analysis.Performance_Index *GT 1 *AND ( ( ( ( ( *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Adabas *GT 90 *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Datacom *GT 90 ) *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_DB2*GT 90 ) *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_DLI *GT 90 ) *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_IDMS *GT 90 ) *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_SUPRA *GT 90 )""}"
"CICSplex_delay_in_MQSeries","Service Level failure with excessive time spent in MQSeries",1,"{""Use the historical transaction display function of OMEGAMON/CICS to locate the transactions that are responsible for the service level failure.Determine whether the large amount of time spent waiting on MQ activity is a consequence of either application changes or alterations to the Message Queuing system.If the transaction behavior is found to be normal, consider updating the service class definitions so that they will accurately reflect anticipated response times.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""wss""],""metric_key"":[""performance_index"",""percent_of_time_waiting_on_mq""],""teps_full_name"":[""CICSplex_Service_Class_Analysis.Performance_Index"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_MQ""],""formula"":""*IF *VALUE CICSplex_Service_Class_Analysis.Performance_Index *GT 1 *AND *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_MQ *GT 90""}"
"CICSplex_delay_within_CICS","Service Level failure due to internal CICS components",1,"{""Use the historical transaction display function of OMEGAMON/CICS to locate the transactions that are responsible for the service level failure.The Bottleneck Analysis report may further assist in locating the wait reasons responsible for slow response time.If CPU bound transactions are unable to get the processor resources they need, consider increasing the priority of either the transaction or the CICS region.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""wss""],""metric_key"":[""performance_index"",""percent_of_time_waiting_on_redispatch"",""percent_of_time_waiting_on_unidentifiable"",""percent_of_time_using_cpu""],""teps_full_name"":[""CICSplex_Service_Class_Analysis.Performance_Index"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Redispatch"",""CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_unidentifiable"",""CICSplex_Service_Class_Analysis.Percent_of_time_using_CPU""],""formula"":""*IF *VALUE CICSplex_Service_Class_Analysis.Performance_Index *GT 1 *AND ( ( *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_Redispatch *GT 50 *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_waiting_on_unidentifiable *GT 50 ) *OR *VALUE CICSplex_Service_Class_Analysis.Percent_of_time_using_CPU *GT50 )""}"
"Check_Missing_UNIX_Mount_Point","Raise critical alert if specified mount point is missing",1,"{""Root Directory missing. A system programmer should be notified.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""mounts2""],""metric_key"":[""mount_point""],""teps_full_name"":[""USS_Mounted_File_Systems.Mount_Point""],""formula"":""*IF *MISSING USS_Mounted_File_Systems.Mount_Point *EQ ( / )""}"
"Crypto_CKDS_80PCT_Full","The cryptographic key dataset is 80% full",1,"{""The Cryptographic Key Dataset (CKDS) is a VSAM linear dataset used to store keys used for encryption and authentication.The dataset is now at 80% of its maximum capacity.A new dataset should be created using a new master key and all keys contained in the full dataset should be reenciphered into the new dataset.The name of the current CKDS is shown in the CKDSname attribute.Refer to the ICSF Administration Guide for further details.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""status"",""ckds_80full""],""teps_full_name"":[""ICSF.Status"",""ICSF.CKDS_80Full""],""formula"":""*IF *VALUE ICSF.Status *EQ Active *AND *VALUE ICSF.CKDS_80Full *EQ Yes""}"
"Crypto_CKDS_Access_Disabled","Access to CKDS is disabled",1,"{""Access to the cryptographic key dataset has been disabled.Access is normally disabled when a new master key or CKDS is being initialized. Access to the dataset should be temporary and enabled after key management operations are completed.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""ckdsaccess""],""teps_full_name"":[""ICSF.CKDSAccess""],""formula"":""*IF *VALUE ICSF.CKDSAccess *EQ Disabled""}"
"Crypto_Internal_Error","An internal monitoring error has occurred",1,"{""An internal monitor error has been detected.Contact IBM Software Support with the event attributes to report the error and for assistance in problem correction. MonStatus=Unknown indicates the KM5EXIT3 exit has not been installed in the ICSF subsystem. MonStatus=Overrun indicates that an internal queue overflow has been detected.This error can be cleared by recycling ICSF.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""monstatus""],""teps_full_name"":[""ICSF.MonStatus""],""formula"":""*IF *VALUE ICSF.MonStatus *NE Enabled""}"
"Crypto_Invalid_Master_Key","A valid master key has not been loaded into a coprocessor",1,"{""A valid master key must be loaded into at least one of the cryptographic coprocessors.Use the ICSF ISPF dialog, TKE, or the service element console to load the master key into each cryptographic coprocessor.A different master key may be loaded into coprocessors shared by PRSM Logical Partitions.Each LPAR is associated with a separate Domain Index to isolate cryptographic keys. For PCI coprocessors, the master key must be the same value as the Symmetric-keys Master Key (SYM-MK).""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""status"",""ccmkeyok""],""teps_full_name"":[""ICSF.Status"",""ICSF.CCMKeyOK""],""formula"":""*IF *VALUE ICSF.Status *EQ Active *AND *VALUE ICSF.CCMKeyOK *EQ No""}"
"Crypto_Invalid_PKA_Master_Keys","The public key algorthm master keys are invalid",1,"{""The Key Management Master Key (KMMK) and Signature Master Key (SMK) values are invalid.Ensure that the KMMK and SMK are loaded into each coprocessor.For PCI coprocessors, the SMK Key must be the same value used for the Asymmetric-keys Master Key (ASYM-MK).Use the KMMKey and SMKey attributes to validate the values of the verification hash patterns for these keys.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""pkamkeys""],""teps_full_name"":[""ICSF.PKAMKeys""],""formula"":""*IF *VALUE ICSF.PKAMKeys *EQ Invalid""}"
"Crypto_No_Coprocessors","No cryptographic coprocessors are online",1,"{""At least one cryptographic coprocessor must be online for cryptographic services to become available.Verify that at least one coprocessor has been configured for the z/OS system.Use the service element console to configure coprocessors for use by systems.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""status"",""1_cc""],""teps_full_name"":[""ICSF.Status"",""ICSF.1_CC""],""formula"":""*IF *VALUE ICSF.Status *EQ Active *AND *VALUE ICSF.1_CC *EQ No""}"
"Crypto_No_PCI_Coprocessors","No PCI cryptographic coprocessors are online",1,"{""No PCI cryptographic coprocessors are available.Several Public Key Algorithm (PKA) service calls will not function without a PCI coprocessor available.Since PCI coprocessors are optimized for PKA operations,PKA services will run slower on CMOS coprocessors.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""1_pci""],""teps_full_name"":[""ICSF.1_PCI""],""formula"":""*IF *VALUE ICSF.1_PCI *EQ No""}"
"Crypto_PCI_Unavailable","At least 1 PCI coprocessor is available but inactive",1,"{""At least one PCI coprocessor was detected but was not online or active. PCI coprocessors are optimized for Public Key Algorithm (PKA) operations and will run slower on CMOS coprocessors.Several PKA services will not run without a PCI coprocessor available. For PCI coprocessors, the SMK Key must be the same value used for the ASYM-MK. Also, The SYM-MK for each PCI coprocessor must be the same as the DES master key used on the CMOS coprocessors""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""1_pci"",""pcistatus""],""teps_full_name"":[""ICSF.1_PCI"",""ICSF.PCIStatus""],""formula"":""*IF *VALUE ICSF.1_PCI *EQ Yes *AND *VALUE ICSF.PCIStatus *NE Active""}"
"Crypto_PKA_Services_Disabled","Public Key Algorithm service calls are disabled",1,"{""The Public Key Algorithm (PKA) service calls are disabled.The services should only be disabled to update PKA Key Management Master Key(KMMK), Signature Master Key (SMK), or management of the Public Key Dataset(PKDS).PKA services calls should be enabled after PKA management operations are completed.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""status"",""pkacall""],""teps_full_name"":[""ICSF.Status"",""ICSF.PKACall""],""formula"":""*IF *VALUE ICSF.Status *EQ Active *AND *VALUE ICSF.PKACall *EQ Disabled""}"
"Crypto_PKDS_Read_Disabled","Read operations on the Public Key Dataset (PKDS) are disabled",1,"{""The Public Key Dataset (PKDS) is a VSAM dataset used to store Public Key Algorithm (PKA) keys used for encryption and authentication. Read operations have been temporarily disabled for management operations on the PKDS.Read access to the PKDS should be restored following completion of management operations.The PKDSname attribute display the name of the current PKDS""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""pkdsread""],""teps_full_name"":[""ICSF.PKDSRead""],""formula"":""*IF *VALUE ICSF.PKDSRead *EQ Disabled""}"
"Crypto_PKDS_Write_Disabled","Public Key Dataset (PKDS) write operations are disabled",1,"{""The Public Key Dataset (PKDS) is a VSAM dataset used to store Public Key Algorithm keys used for encryption and authentication.Write access to the dataset has been temporarily disabled to allow key management operations to occur.Write access should be enabled following completion of PKDS key management operations.The PKDSname attribute displays the name of the current PKDS.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""pkdswrite""],""teps_full_name"":[""ICSF.PKDSWrite""],""formula"":""*IF *VALUE ICSF.PKDSWrite *EQ Disabled""}"
"Crypto_Service_Unavailable","Cryptographic services unavailable",1,"{""Cryptographic services are unavailable.Ensure that cryptographic coprocessors are online and available to this system. Also verify that a valid master key has been loaded in each coprocessor configured for this system.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[""cryptosvcs""],""teps_full_name"":[""ICSF.CryptoSvcs""],""formula"":""*IF *VALUE ICSF.CryptoSvcs *EQ Inactive""}"
"DB2_CF_Connections_Warning","Data sharing is not active for this DB2 subsystem.",1,"{""When a DB2 member abnormally terminates, its connection to the coupling facility structures fails (Fail state)."",""Consult a DB2 system programmer to resolve the failure of the coupling facility connection.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""gbp_conn""],""metric_key"":[""connection_status""],""teps_full_name"":[""Group_Buffer_Pool_Connection.Connection_Status""],""formula"":""*IF *SCAN Group_Buffer_Pool_Connection.Connection_Status *EQ FAIL""}"
"DB2_CF_Structure_Use_Critical","The percentage of the coupling facility structure has exceeded the critical threshold.",1,"{""The usage of the coupling facility structure is too high. This has an impact on the response time and throughput of the data sharing members."",""Consult a DB2 system programmer to increase the size of the coupling facility structure.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""kdp_cfg""],""metric_key"":[""structure_used_percent""],""teps_full_name"":[""DB2_Group_Coupling_Facility.Structure_Used_Percent""],""formula"":""*IF *VALUE DB2_Group_Coupling_Facility.Structure_Used_Percent *GT 90""}"
"DB2_CF_Structure_Use_Warning","The percentage of the coupling facility structure has exceeded the warning threshold.",1,"{""The usage of the coupling facility structure is too high. This has an impact on the response time and throughput of the data sharing members."",""Consult a DB2 system programmer to increase the size of the coupling facility structure.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""kdp_cfg""],""metric_key"":[""structure_used_percent""],""teps_full_name"":[""DB2_Group_Coupling_Facility.Structure_Used_Percent""],""formula"":""*IF *VALUE DB2_Group_Coupling_Facility.Structure_Used_Percent *GT 80 *AND *VALUE DB2_Group_Coupling_Facility.Structure_Used_Percent *LE 90""}"
"DB2_CMD_Connection_Failed","This message is displayed when data sharing is not active for a DB2 system.",1,"{""When a DB2 member abnormally terminates, its connection tothe coupling facility structures fails (Fail state)."",""Consult a DB2 system programmer to resolve the failure of the coupling facility connection.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""gbp_conn""],""metric_key"":[""connection_status""],""teps_full_name"":[""Group_Buffer_Pool_Connection.Connection_Status""],""formula"":""*IF *SCAN Group_Buffer_Pool_Connection.Connection_Status *EQ FAIL""}"
"DB2_CMD_Group_BP_READ_Hit_Warn","This message is displayed when \""Read hit %\"" exceeds the warning threshold.",1,"{""The percentage of all Reads to the group buffer pool (Read hit %) is decreasing. The purpose of the buffer pool is to try to avoid disk I/O.Your buffer pool is efficient if you have a high hit ratio (ideally, over 99%)."",""You might need to resize your buffer pool or re-balance buffer pool usage by moving table spaces to a buffer pool with less usage.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""gb_pool""],""metric_key"":[""read_hit_percent""],""teps_full_name"":[""Group_Buffer_Pool.Read_Hit_Percent""],""formula"":""*IF *VALUE Group_Buffer_Pool.Read_Hit_Percent *GE 60 *AND *VALUE Group_Buffer_Pool.Read_Hit_Percent *LT 80""}"
"DB2_CMD_Lock_Wait_Time_Critical","This message is displayed when the lock elapsed time exceeds 10 seconds.",1,"{""A thread has been waiting for a resource longer than the critical threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdb2lkconf""],""metric_key"":[""lock_status"",""lock_elapsed_time""],""teps_full_name"":[""DB2_Lock_Conflict.Lock_Status"",""DB2_Lock_Conflict.Lock_Elapsed_Time""],""formula"":""*IF *SCAN DB2_Lock_Conflict.Lock_Status *EQ WAITER *AND *VALUE DB2_Lock_Conflict.Lock_Elapsed_Time *GT 10""}"
"DB2_CMD_Thrd_Wait_Time_Critical","This message is displayed when the thread wait time exceeds 10 seconds.",1,"{""This thread has been waiting for a resource longer than the critical threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdpthdet""],""metric_key"":[""thread_wait_time""],""teps_full_name"":[""Thread_Detail.Thread_Wait_Time""],""formula"":""*IF *VALUE Thread_Detail.Thread_Wait_Time *GT 10""}"
"DB2_Group_BP_Read_Hit_Critical","The Group BP read hit ratio has exceeded the critical threshold.",1,"{""The percentage of all Reads to the group buffer pool (Read hit %) is below the threshold. The purpose of the buffer pool is to try to avoid disk I/O."",""You might need to resize your buffer pool or re-balance buffer pool usage by moving table spaces to a buffer pool with less usage.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""gb_pool""],""metric_key"":[""read_hit_percent""],""teps_full_name"":[""Group_Buffer_Pool.Read_Hit_Percent""],""formula"":""*IF *VALUE Group_Buffer_Pool.Read_Hit_Percent *LT 65""}"
"DB2_Group_BP_Read_Hit_Warning","The Group BP read hit ratio has exceeded the warning threshold.",1,"{""The percentage of all Reads to the group buffer pool (Read hit %) is in a warning threshold.The purpose of the buffer pool is to try to avoid disk I/O."",""You might need to resize your buffer pool or re-balance buffer pool usage by moving table spaces to a buffer pool with less usage.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""gb_pool""],""metric_key"":[""read_hit_percent""],""teps_full_name"":[""Group_Buffer_Pool.Read_Hit_Percent""],""formula"":""*IF *VALUE Group_Buffer_Pool.Read_Hit_Percent *GE 65 *AND *VALUE Group_Buffer_Pool.Read_Hit_Percent *LT 80""}"
"DB2_Lock_Waiter_Time_Critical","The lock waiter elapsed time has exceeded the critical threshold.",1,"{""A thread has been waiting for a resource longer than the critical threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdb2lkconf""],""metric_key"":[""lock_status"",""lock_elapsed_time""],""teps_full_name"":[""DB2_Lock_Conflict.Lock_Status"",""DB2_Lock_Conflict.Lock_Elapsed_Time""],""formula"":""*IF *SCAN DB2_Lock_Conflict.Lock_Status *EQ WAITER *AND *VALUE DB2_Lock_Conflict.Lock_Elapsed_Time *GT 10""}"
"DB2_Lock_Waiter_Time_Warning","The lock waiter elapsed time has exceeded the warning threshold.",1,"{""A thread has been waiting for a resource longer than the warning threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdb2lkconf""],""metric_key"":[""lock_status"",""lock_elapsed_time""],""teps_full_name"":[""DB2_Lock_Conflict.Lock_Status"",""DB2_Lock_Conflict.Lock_Elapsed_Time""],""formula"":""*IF *SCAN DB2_Lock_Conflict.Lock_Status *EQ WAITER *AND *VALUE DB2_Lock_Conflict.Lock_Elapsed_Time *GT 5 *AND*VALUE DB2_Lock_Conflict.Lock_Elapsed_Time *LE 10""}"
"DB2_Plex_Heartbeat","Heartbeat situation to detect DB2 data sharing groups.",1,"{""This situation should never be raised.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""dpfilter""],""metric_key"":[""group_or_subsystem_name""],""teps_full_name"":[""DB2plex_Filter.Group_Or_Subsystem_Name""],""formula"":""*IF *VALUE DB2plex_Filter.Group_Or_Subsystem_Name *EQ *NOFETCH""}"
"DB2_Thread_Wait_Time_Critical","The DB2 thread wait time has exceeded the critical threshold.",1,"{""This thread has been waiting for a resource longer than the critical threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdpthdet""],""metric_key"":[""thread_wait_time""],""teps_full_name"":[""Thread_Detail.Thread_Wait_Time""],""formula"":""*IF *VALUE Thread_Detail.Thread_Wait_Time *GT 10""}"
"DB2_Thread_Wait_Time_Warning","The DB2 thread wait time has exceeded the warning threshold.",1,"{""This thread has been waiting for a resource longer than the warning threshold."",""You might want to find the resource owner and the owner application to determine the cause of the long lock wait time and take corrective action.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""vdpthdet""],""metric_key"":[""thread_wait_time""],""teps_full_name"":[""Thread_Detail.Thread_Wait_Time""],""formula"":""*IF *VALUE Thread_Detail.Thread_Wait_Time *GT 5 *AND *VALUE Thread_Detail.Thread_Wait_Time *LE 10""}"
"Excess_Process_UNIX_Run_Time","Detect when a process exceeds 50% UNIX run time",1,"{""CPU utilization attributable to UNIX work for the indicated Process exceeds the current threshold defined as excessive.This condition may or may not be a matter of immediate concern.It may indicate the Process is in a loop requesting UNIX System Services.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""ops2""],""metric_key"":[""unix_run_time%""],""teps_full_name"":[""USS_Processes.UNIX_Run_Time%""],""formula"":""*IF *VALUE USS_Processes.UNIX_Run_Time% *GT 50""}"
"Excess_UNIX_Kernel_CPU_Time","Detect when the UNIX kernel is using more than 50% CPU",1,"{""UNIX System Services Kernel CPU utilization exceeds the current threshold defined as excessive.This condition may or may not be a matter of immediate concern.It may indicate a Process or address space in a loop requesting Kernel services.Look for Processes or addresses spaces with abnormally high CPU utilization.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""oekernl2""],""metric_key"":[""cpu%""],""teps_full_name"":[""USS_Kernel.CPU%""],""formula"":""*IF *VALUE USS_Kernel.CPU% *GT 50""}"
"Excess_UNIX_System_Time","Detect when a dubbed address space exceeds 50% UNIX system time",1,"{""CPU utilization attributable to execution of z/OS UNIX System Services Kernel code exceeds the current threshold defined as excessive.This condition may or may not be a matter of immediate concern.It may indicate the Address Space is in a loop requesting UNIX System Services.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""asresrc2""],""metric_key"":[""unix_system_time%""],""teps_full_name"":[""USS_Address_Spaces.UNIX_System_Time%""],""formula"":""*IF *VALUE USS_Address_Spaces.UNIX_System_Time% *GT 50""}"
"Excess_UNIX_User_Time","Detect when a dubbed address space exceeds 50% UNIX user time",1,"{""Address Space CPU utilization attributable to UNIX work exceeds the current threshold defined as excessive.This condition may or may not be a matter of immediate concern.It may indicate the Address Space is in a loop.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[""asresrc2""],""metric_key"":[""unix_user_time%""],""teps_full_name"":[""USS_Address_Spaces.UNIX_User_Time%""],""formula"":""*IF *VALUE USS_Address_Spaces.UNIX_User_Time% *GT 50""}"
"Free_Space_in_zFS_User_Cache","Free Space in the zFS User Cache has dropped below 5,000 pages. The zFS user file cache is used to cache all \""regular\"" files. It caches any file, of any size, and performs write-behind and asynchronous read-ahead for files. The zFS user file cache performs I/O for all filesthat are 7K or larger.",1,"{""The User Cache is allocated in data spaces. Its default size is 256MB. The maximum sizeis 65,536MB (64GB). The Free_Space_In_zFS_User_Cache Situation monitors the number ofavailable free pages in the cache. You can use the MVS modify command (F zfs,query,{…}) to verify if the situation is accompanied by a low hit ratio (less than 80%). If this happens frequently, you may want to increase the value of the user_cache_size configuration parameter.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[],""teps_full_name"":[],""formula"":""""}"
"HACMP_acquire_service_addr","Changes boot address to the corresponding service address.",1,"{""Changes a boot address to the corresponding service addressand starts TCP/IP servers and network daemons by running thetelinit a command.HACMP modifies the /etc/inittab file bysetting all the TCP/IP related startup records to a run level ofa.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[],""teps_full_name"":[],""formula"":""""}"
"HACMP_acquire_takeover_addr","Acquires takeover IP address by checking configured standby.",1,"{""Acquires takeover IP address by checking configured standbyaddresses and swapping them with failed service addresses.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[],""teps_full_name"":[],""formula"":""""}"
"HACMP_config_too_long","Node has been in reconfiguration for more than six minutes.",1,"{""Sends a periodic console message when a node has beenin reconfiguration for more than six minutes.""}",False,"OMEGAMON situation",False,"{""odp_table_name"":[],""metric_key"":[],""teps_full_name"":[],""formula"":""""}"
